,Date,Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Size,Year,Month,Day,IsHoliday_False,IsHoliday_True,Type_A,Type_B,Type_C,Weekly_Sales
10,2010-04-16,1.0,66.32,2.808,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.4887,7.808,151315.0,2010.0,4.0,16.0,1.0,0.0,1.0,0.0,0.0,1466058.28
11,2010-04-23,1.0,64.84,2.795,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.4391228,7.808,151315.0,2010.0,4.0,23.0,1.0,0.0,1.0,0.0,0.0,1391256.12
12,2010-04-30,1.0,67.41,2.78,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.3895456,7.808,151315.0,2010.0,4.0,30.0,1.0,0.0,1.0,0.0,0.0,1425100.71
13,2010-05-07,1.0,72.55,2.835,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.3399684,7.808,151315.0,2010.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,1603955.1199999999
14,2010-05-14,1.0,74.78,2.854,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.3374261,7.808,151315.0,2010.0,5.0,14.0,1.0,0.0,1.0,0.0,0.0,1494251.5
15,2010-05-21,1.0,76.44,2.826,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.6170934,7.808,151315.0,2010.0,5.0,21.0,1.0,0.0,1.0,0.0,0.0,1399662.07
16,2010-05-28,1.0,80.44,2.759,4740.545,364.57,36.26,1176.0925,2726.2075000000004,210.8967606,7.808,151315.0,2010.0,5.0,28.0,1.0,0.0,1.0,0.0,0.0,1432069.95
17,2010-06-04,1.0,80.69,2.705,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.1764278,7.808,151315.0,2010.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,1615524.71
18,2010-06-11,1.0,80.43,2.668,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4560951,7.808,151315.0,2010.0,6.0,11.0,1.0,0.0,1.0,0.0,0.0,1542561.09
19,2010-06-18,1.0,84.11,2.637,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4537719,7.808,151315.0,2010.0,6.0,18.0,1.0,0.0,1.0,0.0,0.0,1503284.06
20,2010-06-25,1.0,84.34,2.653,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.3386526,7.808,151315.0,2010.0,6.0,25.0,1.0,0.0,1.0,0.0,0.0,1422711.6
21,2010-07-02,1.0,80.91,2.669,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.2235333,7.787,151315.0,2010.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1492418.1400000001
22,2010-07-09,1.0,80.48,2.642,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.108414,7.787,151315.0,2010.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0,1546074.18
23,2010-07-16,1.0,83.15,2.623,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.1003854,7.787,151315.0,2010.0,7.0,16.0,1.0,0.0,1.0,0.0,0.0,1448938.92
24,2010-07-23,1.0,83.36,2.608,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.2351443,7.787,151315.0,2010.0,7.0,23.0,1.0,0.0,1.0,0.0,0.0,1385065.2
25,2010-07-30,1.0,81.84,2.64,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.3699032,7.787,151315.0,2010.0,7.0,30.0,1.0,0.0,1.0,0.0,0.0,1371986.6
26,2010-08-06,1.0,87.16,2.627,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.5046621,7.787,151315.0,2010.0,8.0,6.0,1.0,0.0,1.0,0.0,0.0,1605491.78
27,2010-08-13,1.0,87.0,2.692,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.6394211,7.787,151315.0,2010.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0,1508237.76
28,2010-08-20,1.0,86.65,2.664,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.6033633,7.787,151315.0,2010.0,8.0,20.0,1.0,0.0,1.0,0.0,0.0,1513080.49
29,2010-08-27,1.0,85.22,2.619,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.5673056,7.787,151315.0,2010.0,8.0,27.0,1.0,0.0,1.0,0.0,0.0,1449142.92
30,2010-09-03,1.0,81.21,2.577,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.5312479,7.787,151315.0,2010.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1540163.53
31,2010-09-10,1.0,78.69,2.565,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4951902,7.787,151315.0,2010.0,9.0,10.0,0.0,1.0,1.0,0.0,0.0,1507460.69
32,2010-09-17,1.0,82.11,2.582,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.5224596,7.787,151315.0,2010.0,9.0,17.0,1.0,0.0,1.0,0.0,0.0,1430378.67
33,2010-09-24,1.0,80.94,2.624,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.5972246,7.787,151315.0,2010.0,9.0,24.0,1.0,0.0,1.0,0.0,0.0,1351791.03
34,2010-10-01,1.0,71.89,2.603,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.6719895,7.838,151315.0,2010.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1453329.5
35,2010-10-08,1.0,63.93,2.633,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.7467544,7.838,151315.0,2010.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,1508239.93
36,2010-10-15,1.0,67.18,2.72,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.8137436,7.838,151315.0,2010.0,10.0,15.0,1.0,0.0,1.0,0.0,0.0,1459409.1
37,2010-10-22,1.0,69.86,2.725,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.8612937,7.838,151315.0,2010.0,10.0,22.0,1.0,0.0,1.0,0.0,0.0,1345454.0
38,2010-10-29,1.0,69.64,2.716,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.9088438,7.838,151315.0,2010.0,10.0,29.0,1.0,0.0,1.0,0.0,0.0,1384209.22
39,2010-11-05,1.0,58.74,2.689,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.9563939,7.838,151315.0,2010.0,11.0,5.0,1.0,0.0,1.0,0.0,0.0,1551659.28
40,2010-11-12,1.0,59.61,2.728,4740.545,364.57,36.26,1176.0925,2726.2075000000004,212.003944,7.838,151315.0,2010.0,11.0,12.0,1.0,0.0,1.0,0.0,0.0,1494479.49
41,2010-11-19,1.0,51.41,2.771,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.8896737,7.838,151315.0,2010.0,11.0,19.0,1.0,0.0,1.0,0.0,0.0,1483784.18
42,2010-11-26,1.0,64.52,2.735,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.7484333,7.838,151315.0,2010.0,11.0,26.0,0.0,1.0,1.0,0.0,0.0,1955624.11
43,2010-12-03,1.0,49.27,2.708,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.607193,7.838,151315.0,2010.0,12.0,3.0,1.0,0.0,1.0,0.0,0.0,1548033.78
44,2010-12-10,1.0,46.33,2.843,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4659526,7.838,151315.0,2010.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,1682614.26
45,2010-12-17,1.0,49.84,2.869,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4053124,7.838,151315.0,2010.0,12.0,17.0,1.0,0.0,1.0,0.0,0.0,1891034.93
46,2010-12-24,1.0,52.33,2.886,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4051222,7.838,151315.0,2010.0,12.0,24.0,1.0,0.0,1.0,0.0,0.0,2387950.2
47,2010-12-31,1.0,48.43,2.943,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4049321,7.838,151315.0,2010.0,12.0,31.0,0.0,1.0,1.0,0.0,0.0,1367320.01
48,2011-01-07,1.0,48.27,2.976,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4047419,7.742,151315.0,2011.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,1444732.28
49,2011-01-14,1.0,35.4,2.983,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.4574109,7.742,151315.0,2011.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,1391013.96
50,2011-01-21,1.0,44.04,3.016,4740.545,364.57,36.26,1176.0925,2726.2075000000004,211.8272343,7.742,151315.0,2011.0,1.0,21.0,1.0,0.0,1.0,0.0,0.0,1327405.42
51,2011-01-28,1.0,43.83,3.01,4740.545,364.57,36.26,1176.0925,2726.2075000000004,212.1970577,7.742,151315.0,2011.0,1.0,28.0,1.0,0.0,1.0,0.0,0.0,1316899.31
52,2011-02-04,1.0,42.27,2.989,4740.545,364.57,36.26,1176.0925,2726.2075000000004,212.5668812,7.742,151315.0,2011.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1606629.58
53,2011-02-11,1.0,36.39,3.022,4740.545,364.57,36.26,1176.0925,2726.2075000000004,212.9367046,7.742,151315.0,2011.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0,1649614.93
54,2011-02-18,1.0,57.36,3.045,4740.545,364.57,36.26,1176.0925,2726.2075000000004,213.2478853,7.742,151315.0,2011.0,2.0,18.0,1.0,0.0,1.0,0.0,0.0,1686842.78
55,2011-02-25,1.0,62.9,3.065,4740.545,364.57,36.26,1176.0925,2726.2075000000004,213.535609,7.742,151315.0,2011.0,2.0,25.0,1.0,0.0,1.0,0.0,0.0,1456800.28
56,2011-03-04,1.0,59.58,3.288,4740.545,364.57,36.26,1176.0925,2726.2075000000004,213.8233327,7.742,151315.0,2011.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1636263.41
57,2011-03-11,1.0,53.56,3.459,4740.545,364.57,36.26,1176.0925,2726.2075000000004,214.1110564,7.742,151315.0,2011.0,3.0,11.0,1.0,0.0,1.0,0.0,0.0,1553191.63
58,2011-03-18,1.0,62.76,3.488,4740.545,364.57,36.26,1176.0925,2726.2075000000004,214.3627114,7.742,151315.0,2011.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,1576818.06
59,2011-03-25,1.0,69.97,3.473,4740.545,364.57,36.26,1176.0925,2726.2075000000004,214.5999389,7.742,151315.0,2011.0,3.0,25.0,1.0,0.0,1.0,0.0,0.0,1541102.3800000001
60,2011-04-01,1.0,59.17,3.524,4740.545,364.57,36.26,1176.0925,2726.2075000000004,214.8371664,7.682,151315.0,2011.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1495064.75
61,2011-04-08,1.0,67.84,3.622,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.0743939,7.682,151315.0,2011.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,1614259.35
62,2011-04-15,1.0,71.27,3.743,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.2918561,7.682,151315.0,2011.0,4.0,15.0,1.0,0.0,1.0,0.0,0.0,1559889.0
63,2011-04-22,1.0,72.99,3.807,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.4599053,7.682,151315.0,2011.0,4.0,22.0,1.0,0.0,1.0,0.0,0.0,1564819.81
64,2011-04-29,1.0,72.03,3.81,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.6279544,7.682,151315.0,2011.0,4.0,29.0,1.0,0.0,1.0,0.0,0.0,1455090.69
65,2011-05-06,1.0,64.61,3.906,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.7960035,7.682,151315.0,2011.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,1629391.28
66,2011-05-13,1.0,75.64,3.899,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.9640526,7.682,151315.0,2011.0,5.0,13.0,1.0,0.0,1.0,0.0,0.0,1604775.58
67,2011-05-20,1.0,67.63,3.907,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.7339202,7.682,151315.0,2011.0,5.0,20.0,1.0,0.0,1.0,0.0,0.0,1428218.27
68,2011-05-27,1.0,77.72,3.786,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.5037878,7.682,151315.0,2011.0,5.0,27.0,1.0,0.0,1.0,0.0,0.0,1466046.67
69,2011-06-03,1.0,83.0,3.699,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.2736553,7.682,151315.0,2011.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1635078.41
70,2011-06-10,1.0,83.13,3.648,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.0435229,7.682,151315.0,2011.0,6.0,10.0,1.0,0.0,1.0,0.0,0.0,1588948.32
71,2011-06-17,1.0,86.41,3.637,4740.545,364.57,36.26,1176.0925,2726.2075000000004,214.9980596,7.682,151315.0,2011.0,6.0,17.0,1.0,0.0,1.0,0.0,0.0,1532114.86
72,2011-06-24,1.0,83.58,3.594,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.0910982,7.682,151315.0,2011.0,6.0,24.0,1.0,0.0,1.0,0.0,0.0,1438830.15
73,2011-07-01,1.0,85.55,3.524,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.1841368,7.962,151315.0,2011.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1488538.09
74,2011-07-08,1.0,85.83,3.48,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.2771754,7.962,151315.0,2011.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,1534849.64
75,2011-07-15,1.0,88.54,3.575,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.3611087,7.962,151315.0,2011.0,7.0,15.0,1.0,0.0,1.0,0.0,0.0,1455119.97
76,2011-07-22,1.0,85.77,3.651,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.4222784,7.962,151315.0,2011.0,7.0,22.0,1.0,0.0,1.0,0.0,0.0,1396926.82
77,2011-07-29,1.0,86.83,3.682,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.4834482,7.962,151315.0,2011.0,7.0,29.0,1.0,0.0,1.0,0.0,0.0,1352219.79
78,2011-08-05,1.0,91.65,3.684,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.544618,7.962,151315.0,2011.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,1624383.75
79,2011-08-12,1.0,90.76,3.638,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.6057878,7.962,151315.0,2011.0,8.0,12.0,1.0,0.0,1.0,0.0,0.0,1525147.09
80,2011-08-19,1.0,89.94,3.554,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.6693107,7.962,151315.0,2011.0,8.0,19.0,1.0,0.0,1.0,0.0,0.0,1530761.43
81,2011-08-26,1.0,87.96,3.523,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.7332258,7.962,151315.0,2011.0,8.0,26.0,1.0,0.0,1.0,0.0,0.0,1464693.46
82,2011-09-02,1.0,87.83,3.533,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.7971409,7.962,151315.0,2011.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,1550229.22
83,2011-09-09,1.0,76.0,3.546,4740.545,364.57,36.26,1176.0925,2726.2075000000004,215.861056,7.962,151315.0,2011.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,1540471.24
84,2011-09-16,1.0,79.94,3.526,4740.545,364.57,36.26,1176.0925,2726.2075000000004,216.0410526,7.962,151315.0,2011.0,9.0,16.0,1.0,0.0,1.0,0.0,0.0,1514259.78
85,2011-09-23,1.0,75.8,3.467,4740.545,364.57,36.26,1176.0925,2726.2075000000004,216.3758246,7.962,151315.0,2011.0,9.0,23.0,1.0,0.0,1.0,0.0,0.0,1380020.27
86,2011-09-30,1.0,79.69,3.355,4740.545,364.57,36.26,1176.0925,2726.2075000000004,216.7105965,7.962,151315.0,2011.0,9.0,30.0,1.0,0.0,1.0,0.0,0.0,1394561.83
87,2011-10-07,1.0,69.31,3.285,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.0453684,7.866,151315.0,2011.0,10.0,7.0,1.0,0.0,1.0,0.0,0.0,1630989.95
88,2011-10-14,1.0,71.74,3.274,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.3552733,7.866,151315.0,2011.0,10.0,14.0,1.0,0.0,1.0,0.0,0.0,1493525.93
89,2011-10-21,1.0,63.71,3.353,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.5159762,7.866,151315.0,2011.0,10.0,21.0,1.0,0.0,1.0,0.0,0.0,1502562.78
90,2011-10-28,1.0,66.57,3.372,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.6766791,7.866,151315.0,2011.0,10.0,28.0,1.0,0.0,1.0,0.0,0.0,1445249.09
91,2011-11-04,1.0,54.98,3.332,4740.545,364.57,36.26,1176.0925,2726.2075000000004,217.837382,7.866,151315.0,2011.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,1697229.58
92,2011-11-11,1.0,59.11,3.297,10382.9,364.57,215.07,2406.62,6551.42,217.9980849,7.866,151315.0,2011.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,1594938.8900000001
93,2011-11-18,1.0,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,151315.0,2011.0,11.0,18.0,1.0,0.0,1.0,0.0,0.0,1539483.7
94,2011-11-25,1.0,60.14,3.236,410.31,98.0,36.26,8.0,554.92,218.4676211,7.866,151315.0,2011.0,11.0,25.0,0.0,1.0,1.0,0.0,0.0,2033320.66
95,2011-12-02,1.0,48.91,3.172,5629.51,68.0,36.26,2084.64,2727.135,218.7147333,7.866,151315.0,2011.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,1584083.95
96,2011-12-09,1.0,43.93,3.158,4640.65,19.0,105.02,3639.42,2727.135,218.9618456,7.866,151315.0,2011.0,12.0,9.0,1.0,0.0,1.0,0.0,0.0,1799682.38
97,2011-12-16,1.0,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,151315.0,2011.0,12.0,16.0,1.0,0.0,1.0,0.0,0.0,1881176.67
98,2011-12-23,1.0,47.96,3.112,2725.36,40.48,36.26,24.9,2739.43,219.3577216,7.866,151315.0,2011.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,2270188.99
99,2011-12-30,1.0,44.55,3.129,5762.1,364.57,260.36,983.65,4735.78,219.5359898,7.866,151315.0,2011.0,12.0,30.0,0.0,1.0,1.0,0.0,0.0,1497462.72
100,2012-01-06,1.0,49.01,3.157,6277.39,364.57,143.1,1450.13,8483.0,219.7142581,7.348,151315.0,2012.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,1550369.92
101,2012-01-13,1.0,48.53,3.261,5183.29,364.57,42.24,453.08,3719.38,219.8925263,7.348,151315.0,2012.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,1459601.17
102,2012-01-20,1.0,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,151315.0,2012.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,1394393.84
103,2012-01-27,1.0,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,151315.0,2012.0,1.0,27.0,1.0,0.0,1.0,0.0,0.0,1319325.59
104,2012-02-03,1.0,56.55,3.36,4743.58,3579.21,160.53,1176.425,5630.4,220.1720153,7.348,151315.0,2012.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1636339.65
105,2012-02-10,1.0,48.02,3.409,13925.06,364.57,101.64,1176.425,6886.04,220.2651783,7.348,151315.0,2012.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,1802477.43
106,2012-02-17,1.0,45.32,3.51,9873.33,364.57,9.8,1176.425,3402.66,220.4257586,7.348,151315.0,2012.0,2.0,17.0,1.0,0.0,1.0,0.0,0.0,1819870.0
107,2012-02-24,1.0,57.25,3.555,9349.61,364.57,3.2,1219.92,8143.59,220.636902,7.348,151315.0,2012.0,2.0,24.0,1.0,0.0,1.0,0.0,0.0,1539387.83
108,2012-03-02,1.0,60.96,3.63,15441.4,1569.0,10.8,1176.425,8067.61,220.8480454,7.348,151315.0,2012.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1688420.76
109,2012-03-09,1.0,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,151315.0,2012.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,1675431.16
110,2012-03-16,1.0,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,151315.0,2012.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0,1677472.78
111,2012-03-23,1.0,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,151315.0,2012.0,3.0,23.0,1.0,0.0,1.0,0.0,0.0,1511068.07
112,2012-03-30,1.0,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,151315.0,2012.0,3.0,30.0,1.0,0.0,1.0,0.0,0.0,1649604.63
113,2012-04-06,1.0,70.43,3.891,10121.97,364.57,77.98,3750.59,4510.72,221.4356112,7.143,151315.0,2012.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,1899676.8800000001
114,2012-04-13,1.0,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,151315.0,2012.0,4.0,13.0,1.0,0.0,1.0,0.0,0.0,1621031.7
115,2012-04-20,1.0,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,151315.0,2012.0,4.0,20.0,1.0,0.0,1.0,0.0,0.0,1521577.8699999999
116,2012-04-27,1.0,67.23,3.814,3221.25,364.57,35.49,577.14,6222.25,221.6179368,7.143,151315.0,2012.0,4.0,27.0,1.0,0.0,1.0,0.0,0.0,1468928.3699999999
117,2012-05-04,1.0,75.55,3.749,4743.58,364.57,69.89,4977.35,3261.04,221.6718,7.143,151315.0,2012.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1684519.99
118,2012-05-11,1.0,73.77,3.688,8351.4,364.57,10.52,2443.14,3127.88,221.7256632,7.143,151315.0,2012.0,5.0,11.0,1.0,0.0,1.0,0.0,0.0,1611096.05
119,2012-05-18,1.0,70.33,3.63,6154.14,364.57,45.11,1675.49,5508.18,221.742674,7.143,151315.0,2012.0,5.0,18.0,1.0,0.0,1.0,0.0,0.0,1595901.87
120,2012-05-25,1.0,77.22,3.561,4039.39,364.57,36.26,1429.96,3631.13,221.744944,7.143,151315.0,2012.0,5.0,25.0,1.0,0.0,1.0,0.0,0.0,1555444.55
121,2012-06-01,1.0,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,151315.0,2012.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1624477.58
122,2012-06-08,1.0,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,151315.0,2012.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,1697230.96
123,2012-06-15,1.0,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,151315.0,2012.0,6.0,15.0,1.0,0.0,1.0,0.0,0.0,1630607.0
124,2012-06-22,1.0,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,151315.0,2012.0,6.0,22.0,1.0,0.0,1.0,0.0,0.0,1527845.81
125,2012-06-29,1.0,84.88,3.286,3965.73,161.6,36.26,435.99,4212.97,221.8434,7.143,151315.0,2012.0,6.0,29.0,1.0,0.0,1.0,0.0,0.0,1540421.49
126,2012-07-06,1.0,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,151315.0,2012.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,1769854.16
127,2012-07-13,1.0,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,151315.0,2012.0,7.0,13.0,1.0,0.0,1.0,0.0,0.0,1527014.04
128,2012-07-20,1.0,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,151315.0,2012.0,7.0,20.0,1.0,0.0,1.0,0.0,0.0,1497954.76
129,2012-07-27,1.0,82.66,3.407,7146.9,389.02,1.59,1176.425,4325.19,221.9412954,6.908,151315.0,2012.0,7.0,27.0,1.0,0.0,1.0,0.0,0.0,1439123.71
130,2012-08-03,1.0,86.11,3.417,4743.58,119.98,30.23,1176.425,4661.71,221.9498642,6.908,151315.0,2012.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,1631135.79
131,2012-08-10,1.0,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,151315.0,2012.0,8.0,10.0,1.0,0.0,1.0,0.0,0.0,1592409.97
132,2012-08-17,1.0,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,151315.0,2012.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,1597868.05
133,2012-08-24,1.0,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,151315.0,2012.0,8.0,24.0,1.0,0.0,1.0,0.0,0.0,1494122.38
134,2012-08-31,1.0,80.49,3.638,4743.58,102.32,21.7,1176.425,3032.96,222.3054805,6.908,151315.0,2012.0,8.0,31.0,1.0,0.0,1.0,0.0,0.0,1582083.4
